2000	200	193.0
2000	400	197.0
2000	800	197.0
2000	1600	198.0
2000	3200	200.0
4000	200	191.0
4000	400	195.0
4000	800	198.0
4000	1600	200.0
4000	3200	200.0
8000	200	185.0
8000	400	196.0
8000	800	198.0
8000	1600	198.0
8000	3200	199.0
16000	200	182.0
16000	400	193.0
16000	800	196.0
16000	1600	199.0
16000	3200	200.0
32000	200	178.0
32000	400	194.0
32000	800	197.0
32000	1600	198.0
32000	3200	198.0
