2000	200	190.0
2000	400	195.0
2000	800	199.0
2000	1600	200.0
2000	3200	199.0
4000	200	190.0
4000	400	196.0
4000	800	197.0
4000	1600	200.0
4000	3200	200.0
8000	200	189.0
8000	400	195.0
8000	800	198.0
8000	1600	200.0
8000	3200	199.0
16000	200	185.0
16000	400	195.0
16000	800	196.0
16000	1600	198.0
16000	3200	198.0
32000	200	184.0
32000	400	195.0
32000	800	197.0
32000	1600	198.0
32000	3200	199.0
