2000	200	140.0
2000	400	183.0
2000	800	191.0
2000	1600	195.0
2000	3200	198.0
4000	200	125.0
4000	400	182.0
4000	800	189.0
4000	1600	194.0
4000	3200	197.0
8000	200	109.0
8000	400	174.0
8000	800	187.0
8000	1600	193.0
8000	3200	195.0
16000	200	106.0
16000	400	163.0
16000	800	186.0
16000	1600	191.0
16000	3200	194.0
32000	200	111.0
32000	400	162.0
32000	800	183.0
32000	1600	191.0
32000	3200	193.0
